ii linux-5.13_1                              Linux kernel meta package
ii linux-base-2021.07.21_1                   Linux kernel base dependencies
ii linux-firmware-amd-20210818_1             Binary firmware blobs for the Linux kernel - AMD CPU/GPU microcode
ii linux-firmware-broadcom-20210818_1        Binary firmware blobs for the Linux kernel - Broadcom network blobs
ii linux-firmware-intel-20210818_1           Binary firmware blobs for the Linux kernel - Intel CPU/GPU microcode
ii linux-firmware-network-20210818_1         Binary firmware blobs for the Linux kernel - network
ii linux-firmware-nvidia-20210818_1          Binary firmware blobs for the Linux kernel NVIDIA GPU microcode
ii linux5.13-5.13.19_1                       Linux kernel and modules (5.13 series)
ii lmdb-0.9.29_1                             Lightning Memory-Mapped Database Manager
ii lowdown-0.9.0_1                           Simple markdown translator
ii lua52-5.2.4_12                            Powerful, fast, lightweight, embeddable scripting language (5.2.x)
ii lvm2-2.02.187_2                           Logical Volume Manager 2 utilities
ii lzo-2.10_2                                Portable lossless data compression library
ii make-4.3_3                                GNU Make build tool
ii man-pages-5.13_1                          Linux Documentation Project (LDP) manual pages
ii mdadm-4.1_4                               Tool for managing/monitoring Linux md device arrays
ii mdocml-1.14.6_1                           UNIX manpage compiler toolset (mandoc)
ii mesa-21.2.3_1                             Graphics library similar to SGI's OpenGL
ii mesa-dri-21.2.3_1                         Mesa DRI drivers
ii mesa-opencl-21.2.3_1                      Mesa implementation of OpenCL (r600+ only)
ii mit-krb5-libs-1.18.3_2                    MIT Kerberos 5 implementation - runtime libraries
ii mkfontscale-1.2.1_2                       X11 Scalable Font Index Generator
ii mobile-broadband-provider-info-20201225_1 Database of mobile broadband service providers
ii mozjs78-78.9.0_3                          Mozilla JavaScript interpreter and library (78.x series)
ii mpfr-4.1.0_1                              Library for multiple-precision floating-point computations
ii mpv-0.33.1_1                              Video player based on MPlayer/mplayer2
ii msgpack-3.3.0_1                           Binary-based efficient object serialization library
ii mtdev-1.1.6_1                             Multitouch Protocol Translation Library
ii mtdev-devel-1.1.6_1                       Multitouch Protocol Translation Library - development files
ii nano-5.8_1                                GNU nano text editor
ii ncurses-6.2_4                             System V Release 4.0 curses emulation library
ii ncurses-base-6.2_4                        System V Release 4.0 curses emulation library - base terminfo files
ii ncurses-libs-6.2_4                        System V Release 4.0 curses emulation library -- shared libraries
ii neofetch-7.1.0_2                          Simple system information script
ii neovim-0.5.1_1                            Fork of Vim aiming to improve user experience, plugins and GUIs
ii nettle-3.7.3_1                            Low-level cryptographic library
ii newt-0.52.21_4                            Library for color text mode, widget based user interfaces
ii nghttp2-1.44.0_1                          HTTP/2 C Library
ii nodejs-16.9.1_1                           Evented I/O for V8 javascript
ii npth-1.6_1                                New portable threads library
ii nspr-4.32_1                               NetScape Portable Runtime
ii nss-3.71_1                                Mozilla Network Security Services
ii nvi-1.81.6_17                             Berkeley Vi Editor
ii ocl-icd-2.2.12_2                          Generic OpenCL ICD loader/demultiplexer
ii olive-0.1.2_2                             Non-linear video editor
ii oniguruma-6.9.5.rev1_1                    Multi-charset regular expressions library
ii openresolv-3.12.0_1                       Management framework for resolv.conf
ii openssh-8.8p1_1                           OpenSSH free Secure Shell (SSH) client and server implementation
ii openssl-1.1.1l_1                          Toolkit for Secure Sockets Layer and Transport Layer Security
ii opus-1.3.1_1                              Totally open, royalty-free, highly versatile audio codec
ii opusfile-0.12_2                           Library for opening, seeking, and decoding .opus files
ii orc-0.4.32_1                              Oild Runtime Compiler
ii os-prober-1.79_1                          Utility to detect other OSes on a set of drives
ii p11-kit-0.23.22_3                         Provides a way to load and enumerate PKCS#11 modules
ii p7zip-16.02_5                             Command-line version of the 7zip compressed file archive
ii pam-1.5.1_1                               Flexible mechanism for authenticating users
ii pam-base-0.4_1                            PAM base configuration files
ii pam-libs-1.5.1_1                          Flexible mechanism for authenticating users - runtime libraries
ii pango-1.48.7_1                            Library for layout and rendering of text
ii pangomm-2.46.0_1                          C++ bindings for the pango library
ii pavucontrol-4.0_3                         PulseAudio Volume Control
ii pciutils-3.7.0_1                          PCI bus related utilities
ii pcre-devel-8.45_1                         Perl Compatible Regular Expressions - development files
ii perl-5.34.0_1                             Practical Extraction and Report Language
ii perl-Authen-SASL-2.16_5                   Authen::SASL -- SASL authentication framework
ii perl-Convert-BinHex-1.125_3               Perl module to extract data from Macintosh BinHex files
ii perl-Digest-HMAC-1.04_1                   Perl interface to HMAC message-digest algorithms
ii perl-IO-Socket-SSL-2.072_1                IO::Socket::SSL -- SSL sockets with IO::Socket interface
ii perl-IO-stringy-2.113_2                   IO::stringy -- I/O on in-core objects like strings/arrays
ii perl-MIME-tools-5.509_3                   MIME-tools -- Parses streams to create MIME entities
ii perl-MailTools-2.21_3                     MailTools -- Various e-mail related modules
ii perl-Net-SMTP-SSL-1.04_3                  Net::SMTP::SSL -- SSL support for Net::SMTP
ii perl-Net-SSLeay-1.90_3                    Net::SSLeay - Perl extension for using OpenSSL
ii perl-TimeDate-2.33_2                      TimeDate -- Date formating subroutines
ii perl-URI-5.09_1                           Perl Uniform Resource Identifiers class (URI, RFC 2396)
ii pick-4.0.0_1                              Fuzzy search tool for the command-line
ii pinentry-1.2.0_1                          PIN or passphrase entry dialogs for GnuPG
ii pixman-0.40.0_1                           Library of low-level pixel manipulation routines
ii pixman-devel-0.40.0_1                     Library of low-level pixel manipulation routines - development files
ii polkit-0.118_2                            Authorization Toolkit
ii polkit-qt5-0.114.0_1                      Qt-style PolicyKit API (Qt5)
ii popt-1.18_1                               Command line option parsing library
ii procps-ng-3.3.17_2                        Utilities for monitoring your system and its processes
ii procs-0.11.8_1                            Modern replacement for ps written in Rust
ii psmisc-23.4_1                             Small set of utilities that use the linux proc filesystem
ii pulseaudio-15.0_2                         Featureful, general-purpose sound server
ii pulseaudio-utils-15.0_2                   Featureful, general-purpose sound server - utilities
ii python-2.7.18.4_1                         Interpreted, interactive, object-oriented programming language
ii python-pip-20.3.4_1                       PyPA recommended tool for installing PyPI packages (Python2)
ii python-setuptools-44.0.0_2                Easily build and distribute Python2 packages
ii python3-3.9.7_1                           Python programming language (3.9 series)
ii python3-devel-3.9.7_1                     Python programming language (3.9 series) - development files
ii python3-pip-21.2.4_1                      PyPA recommended tool for installing PyPI packages (Python3)
ii python3-setuptools-57.0.0_1               Easily build and distribute Python3 packages
ii qt5-5.15.3+20210924_1                     Cross-platform application and UI framework (QT5)
ii qt5-concurrent-5.15.3+20210924_1          Cross-platform application and UI framework (QT5) - Concurrency
ii qt5-core-5.15.3+20210924_1                Cross-platform application and UI framework (QT5) - Core
ii qt5-dbus-5.15.3+20210924_1                Cross-platform application and UI framework (QT5) - DBus
ii qt5-declarative-5.15.3+20210924_1         Cross-platform application and UI framework (QT5) - Declarative component
ii qt5-gui-5.15.3+20210924_1                 Cross-platform application and UI framework (QT5) - Gui
ii qt5-multimedia-5.15.3+20210924_1          Cross-platform application and UI framework (QT5) - Multimedia component
ii qt5-network-5.15.3+20210924_1             Cross-platform application and UI framework (QT5) - Network
ii qt5-opengl-5.15.3+20210924_1              Cross-platform application and UI framework (QT5) - OpenGL
ii qt5-printsupport-5.15.3+20210924_1        Cross-platform application and UI framework (QT5) - Print Support
ii qt5-quickcontrols-5.15.3+20210924_1       Cross-platform application and UI framework (QT5) - Quick UI controls
ii qt5-speech-5.15.2_8                       Cross-platform application and UI framework (QT5) - Speech component
ii qt5-sql-5.15.3+20210924_1                 Cross-platform application and UI framework (QT5) - Sql
ii qt5-svg-5.15.3+20210924_1                 Cross-platform application and UI framework (QT5) - Svg component
ii qt5-test-5.15.3+20210924_1                Cross-platform application and UI framework (QT5) - Test
ii qt5-wayland-5.15.3+20210924_1             Cross-platform application and UI framework (QT5) - Wayland component
ii qt5-widgets-5.15.3+20210924_1             Cross-platform application and UI framework (QT5) - Widgets
ii qt5-x11extras-5.15.3+20210924_1           Cross-platform application and UI framework (QT5) - X11 extras
ii qt5-xml-5.15.3+20210924_1                 Cross-platform application and UI framework (QT5) - Xml
ii removed-packages-0.1_51                   Uninstalls packages removed from repository
ii ripgrep-13.0.0_1                          Fast search tool inspired by ag and grep
ii rsClock-0.1.4_1                           Simple terminal clock written in Rust
ii rtkit-0.13_3                              Realtime Policy and Watchdog Daemon
ii ruby-3.0.2_1                              Ruby programming language
ii run-parts-4.11.2_1                        Run scripts or programs in a directory
ii runit-2.1.2_11                            A UNIX init scheme with service supervision
ii runit-void-20210314_2                     Void Linux runit scripts
ii rust-1.53.0_1                             Safe, concurrent, practical systems language
ii rust-std-1.53.0_1                         Safe, concurrent, practical systems language - standard library
ii samba-libs-4.14.7_1                       SMB/CIFS file, print, and login server for Unix - core libraries
ii sbc-1.5_1                                 Bluetooth Subband Codec (SBC) library
ii sed-4.8_1                                 The GNU stream editor
ii setxkbmap-1.3.2_1                         Set the keyboard map using the X Keyboard Extension
ii shaderc-2020.0_1                          Collection of tools, libraries and tests for shader compilation
ii shadow-4.8.1_1                            Shadow password file utilities
ii shared-mime-info-2.1_1                    Core database of common types
ii slang-2.3.2_2                             S-Lang programming library
ii slurp-1.3.2_1                             Select a region in a Wayland compositor
ii sonnet-5.86.0_1                           KDE Multi-language spell checker
ii spdx-licenses-list-3.14_1                 SPDX License List
ii speexdsp-1.2.0_1                          A free codec for free speech - DSP
ii sqlite-3.36.0_1                           SQL Database Engine in a C Library
ii sudo-1.9.7_1                              Allow others to run commands as root
ii talloc-2.3.2_1                            Hierarchical pool based memory allocator with destructors
ii tar-1.34_2                                GNU tape archiver with remote magnetic tape support
ii terminus-font-4.49.1_1                    Clean, fixed width bitmap font
ii tevent-0.10.2_2                           Event system based on the talloc memory management library
ii thin-provisioning-tools-0.9.0_1           Tools for manipulating the metadata of dm-thin device-mapper targets
ii tiff-4.3.0_1                              Library and tools for reading and writing TIFF data files
ii traceroute-2.1.0_4                        Traces the route taken by packets over an IPv4/IPv6 network
ii tree-1.8.0_2                              Resursive directory listing program
ii tree-sitter-0.20.0_1                      Parser generator tool and incremental parsing library
ii tslib-1.22_1                              Touchscreen access library
ii tzdata-2021b_1                            Time zone and daylight-saving time data
ii uchardet-0.0.7_1                          Encoding detector library ported from Mozilla
ii udisks2-2.9.4_1                           Disk Management Service, version 2
ii unibilium-2.0.0_2                         Simple, self-contained terminfo library
ii unzip-6.0_14                              List, test and extract compressed files in a ZIP archive
ii usbutils-013_1                            Linux USB utilities
ii util-linux-2.37.2_1                       Miscellaneous linux utilities
ii util-linux-common-2.37.2_1                Miscellaneous linux utilities - common files
ii v4l-utils-1.20.0_2                        Userspace tools and libraries for Video 4 Linux
ii vifm-0.11_1                               Ncurses-based file manager with vi-like keybindings
ii void-artwork-20170517_3                   Void Linux artwork
ii void-docs-2021.05.09_1                    Documentation for Void Linux
ii void-docs-browse-2021.05.09_1             Documentation for Void Linux - browsing utilities
ii volume_key-0.3.12_4                       Library for manipulating storage volume encryption keys
ii vulkan-loader-1.2.182_1                   Vulkan Installable Client Driver (ICD) loader
ii wayland-1.19.0_1                          Wayland protocol compositor
ii wayland-devel-1.19.0_1                    Wayland protocol compositor - development files
ii wayland-protocols-1.23_1                  Protocols and extensions complementing the Wayland core protocol
ii webrtc-audio-processing-0.3.1_1           AudioProcessing library based on Google's implementation of WebRTC
ii wf-recorder-0.2.1_1                       Screen recorder for wlroots-based compositors
ii wget-1.21.2_1                             GNU wget download utility
ii which-2.21_3                              Displays where a particular program in your path is located
ii wifi-firmware-1.3_4                       WiFi firmware meta-package
ii wlroots-0.14.1_1                          Modular Wayland compositor library
ii wlroots-devel-0.14.1_1                    Modular Wayland compositor library - development files
ii wpa_supplicant-2.9_6                      WPA/WPA2/IEEE 802.1X Supplicant
ii x264-20191217.2245_1                      Free library for encoding H264/AVC video streams
ii x265-3.5_1                                Open Source H.265/HEVC video encoder
ii xauth-1.1_1                               X authentication utility
ii xbacklight-1.2.3_1                        Adjust backlight brightness using RandR extension
ii xbps-0.59.1_5                             XBPS package system utilities
ii xbps-triggers-0.121_1                     XBPS triggers for Void Linux
ii xcb-proto-1.14.1_1                        XML-XCB (X C Bindings) protocol descriptions
ii xcb-util-0.4.0_3                          XCB utilities library
ii xcb-util-devel-0.4.0_3                    XCB utilities library -- development files
ii xcb-util-errors-1.0_1                     XCB errors library
ii xcb-util-errors-devel-1.0_1               XCB errors library - development files
ii xcb-util-image-0.4.0_3                    Utility libraries for XCB - XImage and XShmImage functions
ii xcb-util-keysyms-0.4.0_4                  Utility libraries for XCB - key constants and keycode conversion
ii xcb-util-renderutil-0.3.9_3               Utility libraries for XCB - Render extension convenience functions
ii xcb-util-renderutil-devel-0.3.9_3         Utility libraries for XCB - Render extension convenience functions - development files
ii xcb-util-wm-0.4.1_4                       Utility libraries for XC Binding - window-manager helpers for ICCCM
ii xcb-util-wm-devel-0.4.1_4                 Utility libraries for XC Binding - window-manager helpers for ICCCM - development files
ii xdg-dbus-proxy-0.1.2_1                    Filtering proxy for D-Bus connections
ii xev-1.2.4_1                               Display X events
ii xf86-video-intel-2.99.917.20210115_1      Xorg DDX Intel video driver
ii xfsprogs-5.13.0_1                         Utilities for managing the XFS filesystem
ii xkbcomp-1.4.5_1                           XKBD keymap compiler
ii xkeyboard-config-2.33_2                   X Keyboard Configuration Database
ii xmlcatmgr-2.2_4                           XML and SGML catalog manager
ii xonsh-0.10.1_1                            Python-powered, cross-platform, Unix-gazing shell
ii xorg-server-1.20.13_1                     X11 server from X.org
ii xorg-server-common-1.20.13_1              X11 server from X.org- common files
ii xorg-server-xwayland-21.1.2_1             Nested X server that runs as a wayland client
ii xorgproto-2021.4_1                        Combined X.Org X11 Protocol headers
ii xtools-0.63_1                             Opinionated helpers for working with XBPS
ii xtrans-1.4.0_2                            Network API translation layer to insulate X
ii xvidcore-1.3.7_1                          ISO MPEG-4 compliant video codec
ii xz-5.2.5_2                                XZ compression utilities
ii yarn-1.22.10_1                            Fast, reliable, and secure dependency management
ii youtube-dl-2021.06.06_1                   CLI program to download videos from YouTube and other sites
ii zd1211-firmware-1.5_3                     Firmware for the Zydas 1211 wifi cards
ii zip-3.0_6                                 Create/update ZIP files compatible with pkzip
ii zlib-1.2.11_4                             Compression/decompression Library
ii zlib-devel-1.2.11_4                       Compression/decompression Library - development files
ii zsh-5.8_2                                 Z SHell
